FBX Name,Source,Width,Height,Depth,Scale,Description
pictureframe_small_B,furniture,0.7000001,0.4400001,0.2000001,0.7,"Small Picture Frame B - Another small brown picture frame, but in landscape orientation."
pictureframe_small_C,furniture,0.5000001,0.5000001,0.2000001,0.7,"Small Picture Frame C - Another small brown picture frame, but in landscape orientation."
pictureframe_standing_A,furniture,0.5,0.6185388,0.3794698,0.7,"Standing Picture Frame - A small picture frame with a stand, intended for tabletop display."
pictureframe_standing_B,furniture,0.7000001,0.468188,0.3570172,0.7,"Standing Picture Frame - A small picture frame with a stand, intended for tabletop display."
pillar,dungeon,1.5,4,1.5,0.6,"Pillar - A tall, gray stone pillar with a detailed capital and base."
pillar,halloween,1,4.4,1,0.6,Pillar 1 - A similar pillar with a simpler design and a two-tone color scheme.
Pillar_A,prototype,0.6,4.1,0.6000002,0.75,"Pillar A - A modern, minimalist pillar with a sleek design."
Pillar_B,prototype,1,4.1,1,0.75,Pillar B - A similar modern pillar to Pillar A but with a gold detail at the base.
pillar_decorated,dungeon,2.232002,4,1.710164,0.6,Decorated Pillar - A detailed stone pillar with ornate carvings and a hanging lantern.
pillow_A,furniture,0.65,0.2,0.5000001,0.7,"Pillow A - A beige, oblong-shaped pillow."
pillow_B,furniture,0.65,0.2,0.5000001,0.7,"Pillow B - A blue, square-shaped pillow with a slightly puffed appearance."
plaque,halloween,2,0.4,2,0.6,Plaque - A simple plaque
plaque_candles,halloween,2,1.131196,2,0.6,Plaque with Candles - A dark gray commemorative plaque with three lit candles on top.
plate,dungeon,0.9705765,0.1294091,0.9705765,0.6,"Plate - A simple, round, flat gray plate."
plate_food_A,dungeon,1.024979,0.7875461,0.9706047,0.6,"Plate with Food - A plate with a slice of bread, a piece of cheese, and a ring of onion."
plate_food_B,dungeon,0.9705765,0.2361052,0.9705765,0.6,"Plate with Food B - A plate with a fish, egg, and two slices of cucumber."
plate_small,dungeon,0.4852883,0.129409,0.4852883,0.6,"Small Plate - A smaller, simple, empty gray plate."
plate_stack,dungeon,0.9970545,0.5638733,1.001969,0.6,Stack of Plates - A stack of several identical gray plates.
post,halloween,0.4236895,3.3,1.566403,0.6,"Post - A simple, vertical wooden post with a metal cap."
post_lantern,halloween,0.6400201,4.608575,1.670008,0.6,Post with Lantern - The same type of post now holding a lantern on a hook.
post_skull,halloween,0.8090783,4.586634,1.840714,0.6,Post with Skull - A similar post with a skull mounted on top.
Primitive_Beam,prototype,4,0.9999999,1,0.75,Primitive Beam - A horizontal yellow beam.
Primitive_Cube,prototype,4,4,4,0.75,Primitive Cube - A basic yellow cube.
Primitive_Cube_Small,prototype,2,2,2,0.75,Primitive Cube Corner - A yellow cube with a corner missing.
Primitive_Doorway,prototype,4,4,1,0.75,Primitive Doorway - A simple yellow frame representing a doorway.
Primitive_Floor,prototype,4,1,4,0.75,Primitive Floor - A basic yellow floor panel.
Primitive_Floor_Hole,prototype,4,1,4,0.75,"Primitive Floor Hole - A square wooden frame with a hole in the center, possibly a trapdoor."
Primitive_Pillar,prototype,1,4,1,0.75,"Primitive Pillar - A tall, plain yellow pillar."
Primitive_Slope,prototype,4,4,4,0.75,Primitive Slope High - A simple inclined plane in a light yellow color.
Primitive_Slope_Half,prototype,4,4,4,0.75,Primitive Slope Low - A less steep version of the yellow inclined plane.
Primitive_Slope_Half_InnerCorner,prototype,4,4,4,0.75,Primitive Slope Low - A less steep version of the yellow inclined plane.
Primitive_Slope_Half_OuterCorner,prototype,4,4,4,0.75,Primitive Slope Low - A less steep version of the yellow inclined plane.
Primitive_Slope_InnerCorner,prototype,4,4,4,0.75,Primitive Slope Inverse - A yellow inclined plane sloping in the opposite direction.
Primitive_Slope_OuterCorner,prototype,4,4,4,0.75,Primitive Slope Steep - A steeply inclined yellow plane.
Primitive_Stairs,prototype,4,4,4,0.75,Primitive Stairs - A simple set of yellow block stairs.
Primitive_Stairs_Half,prototype,2,2,4,0.75,Primitive Stairs Corner - A yellow stairway turning a corner.
Primitive_Wall,prototype,4,4,1,0.75,Primitive Wall - A vertical yellow wall panel.
Primitive_Wall_Half,prototype,2,4,1,0.75,Primitive Wall Half - A half-height yellow wall panel.
Primitive_Wall_OpenCorner,prototype,4,4,1,0.75,Primitive Wall Opening - A yellow wall segment with an opening or doorway.
Primitive_Wall_Short,prototype,4,2,1,0.75,Primitive Wall Short - A short section of yellow wall.
Primitive_Wall_Slope,prototype,4,4,1.000001,0.75,Primitive Wall Slope - A yellow wall with a sloped top edge.
Primitive_Window,prototype,4,4,1,0.75,Primitive Window - A yellow wall section with a window cut out.
pumpkin_orange,halloween,1.00174,0.7,1.00174,0.6,Pumpkin Orange - A classic orange pumpkin.
pumpkin_orange_jackolantern,halloween,1.5,1.3,1.4,0.6,Pumpkin Orange Jack-O'-Lantern - An orange pumpkin carved into a Jack-O'-Lantern.
pumpkin_orange_small,halloween,0.6000001,0.55,0.6,0.6,Pumpkin Orange - A small orange pumpkin.
pumpkin_yellow,halloween,1.00174,0.7,1.00174,0.6,Pumpkin Yellow - A round yellow pumpkin.
pumpkin_yellow_jackolantern,halloween,1.5,1.3,1.4,0.6,Pumpkin Yellow Jack-O'-Lantern - A yellow pumpkin carved into a Jack-O'-Lantern.
pumpkin_yellow_small,halloween,0.6000001,0.55,0.6,0.6,"Pumpkin Yellow - Another yellow pumpkin, similar to the first."
resource_lumber,medieval,0.6859426,0.2100011,0.3304957,6,Resource Lumber - A stack of cut lumber beams.
resource_stone,medieval,0.4210935,0.2799979,0.3578505,6,Resource Stone - A pile of gray stone blocks.
ribcage,halloween,0.8456031,0.8582255,0.7468308,0.6,Ribcage - A stylized bone ribcage.
road_corner,city,2,0.1000001,2,4,Road Corner - A section of road with a curved corner and road markings.
road_corner_curved,city,2,0.1000001,2,4,"Road Corner Curve - A curved road section with lane markings, more sharply curved than the previous."
road_junction,city,2,0.1000001,2,4,Road Junction - A flat road section with intersection lines and pedestrian crossing markings.
road_straight,city,2,0.1000001,2,4,Road Straight - A straight section of road with lane markings.
road_straight_crossing,city,2,0.1000001,2,4,Road Straight Crosswalk - A straight road section with a crosswalk and lane markings.
road_tsplit,city,2,0.1000001,2,4,Road T-Split - A road section where a T-junction is formed with road markings.
rock_single_A,medieval,0.298218,0.06930105,0.2836222,6,Rock Single A - A solitary gray boulder.
rock_single_B,medieval,0.2866158,0.1345855,0.2497495,6,Rock Single B - A solitary gray boulder.
rock_single_C,medieval,0.3439037,0.1947812,0.3442043,6,Rock Single C - A solitary gray boulder.
rock_single_D,medieval,0.2866158,0.1629313,0.2497495,6,Rock Single D - A solitary gray boulder.
rock_single_E,medieval,0.4881413,0.1947812,0.3475191,6,Rock Single E - A solitary gray boulder.
rubble_half,dungeon,3.999654,3.5,3,0.6,Rubble - A single block of rubble
rubble_large,dungeon,8.129274,3.496088,3.18311,0.6,Rubble large - A larger collection of rubble blocks
rug_oval_A,furniture,3,0.1000001,2,0.7,A yellow oval rug
rug_oval_B,furniture,3,0.1000001,2,0.7,An orange oval rug
rug_rectangle_A,furniture,3,0.1000001,2,0.7,A yellow rectangle rug
rug_rectangle_B,furniture,3,0.1000001,2,0.7,An orange rectangle rug
rug_rectangle_stripes_A,furniture,3,0.1000001,2,0.7,Rug Rectangle Striped - A striped rectangular rug in blue tones.
rug_rectangle_stripes_B,furniture,3,0.1000001,2,0.7,Rug Rectangle Striped - A striped rectangular rug in blue tones.
sack,medieval,0.1065243,0.06468081,0.159548,6,"Sack - A beige, closed sack, possibly containing grain or produce."
shelf_A_big,furniture,2,0.4,0.5000001,0.7,"Shelf A Big - A large, brown wall-mounted shelf."
shelf_A_small,furniture,1,0.4,0.5000001,0.7,Shelf A Small - A smaller version of the brown wall-mounted shelf.
shelf_B_large,furniture,2,0.4000006,0.5000001,0.7,"Shelf B Large - A larger brown shelf with a different design, featuring side supports."
shelf_B_large_decorated,furniture,2,0.8175155,0.5000001,0.7,"Shelf B Large Decorated - The same as Shelf B Large, but with books and a small red vase."
shelf_B_small,furniture,1,0.4000006,0.5000001,0.7,Shelf B Small - A smaller version of the brown shelf with side supports.
shelf_B_small_decorated,furniture,1,1.011601,0.5713373,0.7,"Shelf B Small Decorated - A small shelf with a plant, books, and decorative objects."
shelf_large,dungeon,2,0.4499998,0.5,0.6,"Shelf Large - A simple, large, flat brown shelf."
shelf_small,dungeon,1,0.3999999,0.5,0.6,Shelf Small - A smaller version of the simple flat brown shelf.
shelf_small_candles,dungeon,1,0.9941986,0.5,0.6,Shelf Small Candles - A small shelf with two white candles.
shelves,dungeon,2,1.95,0.5,0.6,"Shelves - A set of brown wall-mounted shelves, staggered."
shrine,halloween,1.099093,2.4,1.099093,0.6,Shrine - A gray stone shrine or pedestal.
shrine_candles,halloween,1.099093,1.789331,1.099093,0.6,Shrine Candles - The shrine with a white candle on top.
skull,halloween,0.9175689,0.8982443,0.9071671,0.6,Skull - A brown human skull.
skull_candle,halloween,0.9175689,1.187322,0.9361368,0.6,Skull with Candle - A skull with a candle mounted on top of its head.
stairs,dungeon,5,5.1,4,0.6,Stairs - A set of gray stone stairs.
stairs_narrow,dungeon,4,5.1,4,0.6,Stairs Narrow - A narrower set of the gray stone stairs.
stairs_wall_left,dungeon,4,5.1,5,0.6,Stairs Wall Left - A set of gray stairs adjacent to a wall on the left.
stairs_wall_right,dungeon,4,5.1,5,0.6,Stairs Wall Right - Similar stairs adjacent to a wall on the right.
stairs_walled,dungeon,5,4,4,0.6,Stairs Walled - Stairs with walls on both sides.
stairs_wide,dungeon,7,5.1,4,0.6,Stairs Wide - A wider set of gray stairs.
stairs_wood,dungeon,3.3,4.05,6,0.6,Stairs Wood - Wooden stairs with a simple design.
stairs_wood_decorated,dungeon,3.3,4.05,6,0.6,Stairs Wood Decorated - Wooden stairs with pots and greenery on the sides.
stool,dungeon,0.7500001,0.5,0.7500115,0.6,Stool - A basic brown wooden stool.
streetlight,city,0.269307,0.9599148,0.06902249,4,Streetlight - A classic streetlight with a single lamp on top.
sword_shield,dungeon,2.232002,1.667447,0.3357424,0.6,Sword Shield - A wall-mounted sword and shield with a metallic finish.
sword_shield_broken,dungeon,1.425642,1.962297,0.3357423,0.6,Sword Shield Broken - A wall-mounted broken sword and a damaged shield.
sword_shield_gold,dungeon,2.232002,1.667447,0.3357424,0.6,Sword Shield Gold - A wall-mounted sword and shield with a golden sheen.
table_long,dungeon,2,0.9999999,4,0.6,Table Long - A simple long wooden table.
table_long_broken,dungeon,2.409197,1.266268,4.404514,0.6,"Table Long Broken - The same type of table, showing signs of wear or damage."
table_long_decorated_A,dungeon,2.058643,1.885714,4,0.6,"Table Long Decorated - A long table with various items, including books and a bottle."
table_long_decorated_C,dungeon,2,2.767568,4.02507,0.6,"Table Long Decorated 2 - Another decorated long table with different items, including dishes and a kettle."
table_long_tablecloth,dungeon,2,0.9999999,4,0.6,Table Long - A long-height table with a blue tablecloth and decorated with items
table_long_tablecloth_decorated_A,dungeon,2.058643,1.885714,4,0.6,Table Long - A long-height table with a blue tablecloth and decorated with items
table_low,furniture,2.4,0.5000001,1.5,0.7,Table Low - A low-height table with a blue tablecloth.
table_medium,prototype,2,0.8000001,1.5,0.75,Table Medium - A medium-sized table with a blue tablecloth.
table_medium,dungeon,2,0.9999999,2,0.6,Table Medium 1 - A medium-sized wooden table without a tablecloth.
table_medium,furniture,2,1,2,0.7,Table Medium 2 - Another medium-sized wooden table with subtle differences in design.
table_medium_broken,dungeon,2.276716,0.9717633,2.428392,0.6,Table Medium Broken - A medium-sized table with a broken leg and fallen items.
table_medium_Decorated,prototype,2,1.708896,1.5,0.75,"Table Medium Decorated - A medium table with books, a lantern, and a small pot."
table_medium_decorated_A,dungeon,2,1.885714,2,0.6,Table Medium Tablecloth decorated - A medium-sized wooden table covered with a white tablecloth.
table_medium_long,prototype,3,1,1.5,0.75,Table Medium Tablecloth - A medium-sized wooden table covered with a white tablecloth.
table_medium_long,furniture,3,1,2,0.7,Table Medium Tablecloth - A medium-sized wooden table covered with a white tablecloth.
table_medium_tablecloth,dungeon,2,0.9999999,2,0.6,Table Medium Tablecloth - A medium-sized wooden table covered with a white tablecloth.
table_medium_tablecloth_decorated_B,dungeon,2,1.885714,2,0.6,"Table Medium Tablecloth Decorated - The same table, decorated with plates, a kettle, and cups."
table_small,dungeon,1,1,1,0.6,"Table Small - A small, simple wooden table."
table_small,furniture,1,1,1,0.7,"Table Small - A small, simple wooden table."
table_small_decorated_A,dungeon,1.039017,1.6213,1.211239,0.6,"Table Small Decorated - The small table, now decorated with a candle and two goblets."
table_small_decorated_B,dungeon,1.012519,2.156888,1,0.6,"Table Small Decorated 2 - Another version of the small table with a different set of decorations, including a stack of books."
target,medieval,0.2393,0.3018002,0.1421177,6,Target - A classic circular archery target with red and white concentric circles.
target,prototype,0.9999999,1,0.2,0.75,"Target 1 - Another circular archery target with a single red center, mounted on a simple stand."
target_pieces_A,prototype,0.433019,0.5,0.2,0.75,"Target Pieces A - Fragmented pieces of a target, in shades of red and white."
target_pieces_B,prototype,0.5,0.6830127,0.2,0.75,"Target Pieces B - Another set of fragmented target pieces, mainly in gray."
target_pieces_C,prototype,0.2500063,0.5,0.2,0.75,"Target Pieces C - Additional fragmented pieces of a target, in white and red with a gray back."
target_pieces_D,prototype,0.4330127,0.5,0.2,0.75,"Target Pieces D - More target pieces, predominantly gray with a partial red circle."
target_pieces_E,prototype,0.5,0.6830126,0.2,0.75,Target Pieces E - A set of target pieces with a red and white edge.
target_pieces_F,prototype,0.2500001,0.5,0.2,0.75,Target Pieces F - Pieces of a target featuring the complete red and white center.
target_small,prototype,0.5,1.1,0.15,0.75,"Target Small - A small target on a stand, with red and white circles."
target_stand_A,prototype,1,2,1.500001,0.75,Target Stand A - A sturdy wooden stand designed to hold a target.
target_stand_A_Decorated,prototype,1.940144,2.441387,1.500001,0.75,Target Stand A Decorated - The same stand with a shield and two crossed swords displayed.
target_stand_B,prototype,1,2,1.500001,0.75,Target Stand B - A different style of wooden stand for holding a target.
target_wall_large_A,prototype,2,2,0.2,0.75,Target Wall Large - A large target mounted flat against a wall panel.
target_wall_large_B,prototype,2,2,0.2,0.75,Target Wall Small - A smaller version of the wall-mounted target.
target_wall_small,prototype,1.180094,1.14384,0.3257683,0.75,Target Wall Small - A smaller version of the wall-mounted target.
tent,medieval,0.516,0.5160001,0.516,6,Tent - A simple brown camping tent with a triangular entrance.
torch,dungeon,0.5502833,1.041605,0.5502833,0.6,Torch - A wall-mounted torch with a metal holder.
torch_lit,dungeon,0.5502833,1.125793,0.5502833,0.6,"Torch Lit - The same torch, now lit with a flame."
torch_mounted,dungeon,0.5502833,1.062467,0.6158405,0.6,"Torch Mounted - A torch mounted on a wooden post, unlit."
trafficlight_A,city,0.1744318,0.7294859,0.1505679,4,"Traffic Light A - A traffic light on a post with green, yellow, and red lights, and an additional set of lights turned off."
trafficlight_B,city,0.2790666,0.9599148,0.1505679,4,Traffic Light B - Similar to Traffic Light A but with the lights in a different configuration.
trafficlight_C,city,0.7977366,0.9694854,0.2715856,4,Traffic Light C - A traffic light with a single green light illuminated.
trash_A,city,0.1267738,0.05237695,0.1332969,4,"Trash A - A simple, dark trash bin."
trash_B,city,0.06806181,0.04039031,0.07084157,4,"Trash B - Another dark trash bin, slightly different style."
tree_dead_large,halloween,2.301622,5.066115,1.376554,0.6,"Tree Dead Large - A larger, bare, dead tree."
tree_dead_large_decorated,halloween,2.301622,5.417021,1.614306,0.6,"Tree Dead Large Snow - The same large dead tree, now with snow on its branches."
tree_dead_medium,halloween,1.808604,4.188985,0.4666851,0.6,Tree Dead Medium - A medium-sized dead tree.
tree_dead_small,halloween,1.40882,2.986373,1.015049,0.6,"Tree Dead Small - A small, bare, dead tree."
tree_pine_orange_large,halloween,4.759364,7.475125,4.154716,0.6,Tree Pine Orange Tall - A taller version of the stylized pine tree with orange foliage.
tree_pine_orange_medium,halloween,3.329902,5.871869,3.120488,0.6,Tree Pine Orange Medium - A medium version of the stylized pine tree with orange foliage.
tree_pine_orange_small,halloween,2.400739,4.042824,2.197503,0.6,Tree Pine Orange - A small stylized pine tree with orange foliage.
tree_pine_yellow_large,halloween,4.759364,7.475125,4.154716,0.6,Tree Pine Yellow Tall - A taller version of the stylized pine tree with yellow foliage.
tree_pine_yellow_medium,halloween,3.329902,5.871869,3.120488,0.6,Tree Pine Orange Yellow - A stylized pine tree with a mix of orange and yellow foliage.
tree_pine_yellow_small,halloween,2.400739,4.042824,2.197503,0.6,Tree Pine Yellow - A stylized pine tree with yellow foliage.
tree_single_A,medieval,0.5739741,1.196449,0.5470093,6,Tree Single A - A small green conical tree.
tree_single_A_cut,medieval,0.1696763,0.3302405,0.161705,6,Tree Single A Cut - A cut version of Tree Single A with a flat top.
tree_single_B,medieval,0.684882,1.212677,0.7201276,6,"Tree Single B - Another small green conical tree, different style."
tree_single_B_cut,medieval,0.1807403,0.2366449,0.1900416,6,Tree Single B Cut - A cut version of Tree Single B with a flat top.
trees_A_cut,medieval,1.663787,0.2096796,1.684707,6,"Trees A Cut - A group of small, cut tree models."
trees_A_large,medieval,1.94516,0.9264265,1.96663,6,"Trees A Large - A cluster of larger, full green conical trees."
trees_A_medium,medieval,1.751424,1.29535,1.814279,6,Trees A Medium - A medium-sized group of green conical trees.
trees_A_small,medieval,1.426328,1.108944,1.435024,6,Trees A Small - A small cluster of miniature green conical trees.
trees_B_cut,medieval,1.402096,0.173188,1.46063,6,Trees B Cut - A small cluster of cut tree models with a different style.
trees_B_large,medieval,1.849264,1.174549,1.932482,6,"Trees B Large - A group of larger green trees, similar in style to Trees A."
trees_B_medium,medieval,1.863832,1.174039,1.833176,6,"Trees B Medium - A medium-sized group of green trees, consistent with the Trees B style."
trees_B_small,medieval,1.328375,0.9218701,1.138433,6,"Trees B Small - Smaller green trees, matching the Trees B style."
trunk_large_A,dungeon,1.5,0.9999999,1.3,0.6,Trunk Large A - A large brown trunk or storage crate.
trunk_large_B,dungeon,1.5,0.9999999,1.3,0.6,Trunk Large B - A second large trunk with a different design than Large A.
trunk_large_C,dungeon,1.5,0.9999999,1.3,0.6,Trunk Large C - A third design variant for a large trunk.
trunk_medium_A,dungeon,0.9530383,0.7264689,0.8750505,0.6,Trunk Medium A - A medium-sized brown trunk or wooden crate.
trunk_medium_B,dungeon,0.9530383,0.7264689,0.8750505,0.6,"Trunk Medium B - A similar trunk to Medium A, with slight variations in design."
trunk_medium_C,dungeon,0.9530383,0.7264689,0.8750505,0.6,"Trunk Medium C - Another medium trunk, with different design details."
trunk_small_A,dungeon,0.6753589,0.4843126,0.583367,0.6,Trunk Small A - A small brown trunk or crate.
trunk_small_B,dungeon,0.6753589,0.4843126,0.583367,0.6,"Trunk Small B - Another small trunk, with a design variation."
trunk_small_C,dungeon,0.6753589,0.4843126,0.583367,0.6,"Trunk Small C - A third variant of the small trunk, with its own design features."
Wall,prototype,4,4,0.5300007,0.75,Wall - A simple gray wall segment with a yellow line at the bottom.
wall,dungeon,4,4,1,0.6,"Wall 1 - Another gray wall segment, with a different texture and no yellow line."
wall_arched,dungeon,4,4,1.000001,0.6,Wall Arched - A wall segment with an arched top.
wall_archedwindow_gated,dungeon,4,4,0.9999999,0.6,Wall Arched Window - A wall segment with an arched window cut out.
wall_archedwindow_gated_scaffold,dungeon,4,4,0.9999999,0.6,"Wall Arched Window Decorated - The arched window wall segment, now with bars across the window."
wall_archedwindow_open,dungeon,4,4,1,0.6,Wall Arched Window Decorated - A wall segment with a decorated arched window and bars.
wall_broken,dungeon,4,4,0.9999999,0.6,Wall Broken - A wall segment with broken and missing pieces.
wall_corner,dungeon,2.5,4,2.500061,0.6,Wall Corner - A corner wall segment with a solid fill.
wall_corner_gated,dungeon,2.500015,4,2.500061,0.6,Wall Corner Gated - A corner wall segment with a gated window.
wall_corner_scaffold,dungeon,2.5,4,2.500061,0.6,Wall Corner Scaffold - A corner wall segment with scaffolding.
wall_corner_small,dungeon,1.500001,4,1.500062,0.6,"Wall Corner Small - A smaller, more narrow wall corner segment."
wall_cracked,dungeon,4,4,1.25939,0.6,Wall Cracked - A wall segment with cracks and visible damage.
wall_crossing,dungeon,4,4,4.000061,0.6,Wall Crossing - A wall segment with a crossing pattern and recessed sections.
Wall_Decorated,prototype,4,4,0.9130682,0.75,Wall Decorated - A wall segment with ornamental details and a small window.
Wall_Doorway,prototype,4,4,0.5300007,0.75,Wall Doorway - A wall segment with a doorway and a yellow highlight at the bottom.
wall_doorway,dungeon,4,4,1.000001,0.6,Wall Doorway 1 - A similar wall segment with a doorway but no highlight.
wall_doorway_scaffold,dungeon,4,4,1.000001,0.6,Wall Doorway Scaffold - A wall segment with a doorway and scaffolding on one side.
wall_doorway_sides,dungeon,5.000001,4,4,0.6,Wall Doorway Side - A wall segment with a side cutout or doorway.
wall_doorway_Tsplit,dungeon,8,4,2.500061,0.6,Wall Doorway with a T-split
wall_endcap,dungeon,1.066905,4,0.9999999,0.6,Wall Gated - A wall segment with a gated window and a ledge.
wall_gated,dungeon,4,4,0.9999999,0.6,Wall Endcap - A flat wall segment acting as an endcap with a small window.
Wall_Half,prototype,2,4,0.5300007,0.75,Wall Half - A half-height wall segment with a window and a ledge.
wall_half,dungeon,2,4,1.000001,0.6,Wall Half 1 - A similar half-height wall segment without a ledge.
wall_half_endcap,dungeon,2,4,0.9999999,0.6,Wall Half Endcap - A half-height wall segment designed to cap the end of a wall.
wall_half_endcap_sloped,dungeon,2,4,0.9999999,0.6,Wall Half Endcap Scaffold - A half-height wall endcap with scaffolding.
wall_open_scaffold,dungeon,4,4,0.9999999,0.6,Wall Open Scaffold - A wall segment with an opening and scaffolding.
wall_pillar,dungeon,4,4,1.5,0.6,Wall Pillar - A wall segment that features a pillar structure on the side.
wall_scaffold,dungeon,4,4,0.9999999,0.6,Wall Scaffold - A wall segment with an attached scaffold.
wall_shelves,dungeon,4,4,1.3676,0.6,Wall Shelves - A wall segment with attached shelves and various items.
wall_sloped,dungeon,4,4,0.9999999,0.6,Wall Sloped - A wall segment with a sloping top.
Wall_Target,prototype,4,4,0.9912977,0.75,Wall Target - A wall segment with a target and an arrow embedded in the bullseye.
wall_Tsplit,dungeon,4,4,2.500062,0.6,Wall Tsplit - A T-shaped wall junction segment.
wall_Tsplit_sloped,dungeon,4,4,2.5,0.6,Wall Tsplit Sloped - A T-shaped wall junction with a sloping top.
Wall_Window_Closed,prototype,4,4,0.5300007,0.75,Wall Window Closed - A wall segment with a closed window and a red curtain.
wall_window_closed,dungeon,4,4,0.9999999,0.6,"Wall Window Closed Bars - A wall segment with a closed window, barred."
wall_window_closed_scaffold,dungeon,4,4,0.9999999,0.6,Wall Window Open Closed with scaffold - A wall segment with an open window and a yellow curtain.
Wall_Window_Open,prototype,4,4,0.5300007,0.75,Wall Window Open - A wall segment with an open window and a yellow curtain.
wall_window_open,dungeon,4,4,0.9999999,0.6,Wall Window Open - A wall segment with an open window and a yellow curtain.
wall_window_open_scaffold,dungeon,4,4,0.9999999,0.6,Wall Window Open with scaffold - A wall segment with an open window and a yellow curtain.
waterlily_A,medieval,0.1451445,0.01714864,0.1446272,6,Waterlily A - A single green waterlily pad.
waterlily_B,medieval,0.2114527,0.01714865,0.2106952,6,Waterlily B - Two overlapping green waterlily pads.
waterplant_A,medieval,0.1982712,0.1323118,0.2156927,6,Waterplant A - A green aquatic plant with broad leaves.
waterplant_B,medieval,0.1579539,0.2542295,0.1030674,6,Waterplant B - A taller green aquatic plant with a flower bud.
waterplant_C,medieval,0.1982712,0.2471554,0.2156927,6,Waterplant C - A blooming version of Waterplant B with an open pink flower.
watertower,city,0.4988862,0.670001,0.4988862,4,Watertower - A simple gray watertower with a rounded top.
weaponrack,medieval,0.2000019,0.24,0.1300003,6,Weaponrack - A wooden weapon rack holding various weapons.
wheelbarrow,medieval,0.238,0.1884152,0.5056797,6,Wheelbarrow - A wooden wheelbarrow with a metal wheel.
